text,type
 หมูราคาขึ้นเพราะ หมูตายไว โรคระบาด เลี้ยงยังไม่ทันโตก็ตาย อาหารเลี้ยงแพงมาก ร้านเล็กๆน้อยๆไม่ชำแหละเพราะมันไม่คุ้ม ราคาจะขึ้นไปจนถึงตรุษจีน,เกี่ยวข้อง
ไม่กินเนื้อหมูคือชั้นอยู่ได้สบายมากไง แต่ไม่กินกาแฟวันนึง ตายเด้อ ตายเลยเด้อ ,ไม่เกี่ยวข้อง
 เข้าใจว่าราคาหมูเกี่ยวกับอุตสาหกรรมปศุสัตว์เองที่เจอทั้งโรคระบาด คนเลี้ยง-โรงฆ่ารายย่อยตาย การส่งออก บลาๆ มันไปสัมพันธ์กับนโยบายแจกเงินด้วยเหรอพี่,เกี่ยวข้อง
  แต่ตอนนี้ราคาสูงก็ขาดแคลนจริงๆค่ะ ฝืนเลี้ยงก็ตายอยู่ดี เปลืองยารักษา มีแต่ของนายทุน และเล้าใหญ่ที่มีการดูแลจัดการดี บางฟาร์มห้ามลูกน้องเอาเนื้อหมูจากข้างนอกมากินในฟาร์มกันเลย จะถือหมูปิ้งมาก็ไม่ได้ นี่ก็งงค่ะมันขึ้นตามกลไกตลาด หรือพ่อค้าคนกลางใช้ช่วงนี้ทำกำไร ขึ้นจากอะไร,เกี่ยวข้อง
ย่างกุ้งเสร็จย่างหมูต่อ ล่าสุดกุย่างไส้ และมีกุ้งอีก 1 กะละมังรออยู่ กุจะบ้าตาย,ไม่เกี่ยวข้อง
หมูแพง เพราะหมูตายกันมากมายจากโรคระบาดเมื่อช่วงกลางปี ไหนจะน้ำท่วมอีก (ถ้าจำข่าวกันได้ มีทั้งโรคระบาดวัวลัมปีสกินและหมู) ทำให้ปริมาณหมูในประเทศมีน้อย คนเลิกเลี้ยง หมูน้อย ความต้องการสูง ราคาหมูแพง แต่ทุกอย่างฉวยโอกาสขึ้นราคาตามเพราะปัจจัยหมูขาดตลาด ,เกี่ยวข้อง
ก็ใช้มันกับทุกคนไปเรย สตก.หมู  น่ารักจาตายคะ อย่าบุรรี่น้อง,ไม่เกี่ยวข้อง
ผมสาวก “ขาหมู” ฮะ!! เต้นแบบลืมตายตอน house party ด้วย ปีนั้นน่าจะเมาเป็นหมาอยู่ Colorado มั้ง…เต้นมันมากกกกก ละเปิด “รักแรกพบ” ให้ผู้ชายฟังด้วย ฮีบอกเาียงกีต้าร์เค้าดีมาก พออกหักก็เมาเหล้าไปหอนเพลง “จำทำไม” ไปด้วย full circle!!  ,ไม่เกี่ยวข้อง
 ซื้อตับหมูมาเปลี่ยนค่ะคุณพรี่ ลูกตาย เพื่อนตาย ตรอมใจไปเลยย,ไม่เกี่ยวข้อง
นี่เวลาไปกินข้าวก็ห่อกลับตลอดอะ ทีแรกก็ไม่ทำหรอก แต่ตอนมาเจอแฟนคนนี้นังชอบบ่นว่าหมู ไก่ ผัก บลาๆ ตายเพราะเทอนะ ไม่สงสารมันหรอ ;-;,ไม่เกี่ยวข้อง
 ถ้าเนื่อหมูกิโลละ100 แต่หมูตายเพราะโรคระบาดเอามาชำแหละขายให้มึงแดก มึงจะแดกไหม สักแต่ว่าด่าไม่รู้4รู้8,ไม่เกี่ยวข้อง
ราคาหมูเป็น ๆ ที่ยังไม่ได้ทำอะไรเลยโลละ 114 บาทอะ จากตอนแรกแค่ 70-80 แล้วแม่ค้าจะขายไงอะ ภาระอยู่ที่คนขายรายย่อยกับผู้บริโภคล้วน ๆ เราจะตายกันหมดไอเหี้ย,เกี่ยวข้อง
 ก็แยงตะหมูกไปเรยสิคะ ถ้าติดจริงๆแม่รู้ไทม์ไลน์ได้ตายเพราะแม่ฟาดไม่ใช่ตายเพราะโควิด55555555555,ไม่เกี่ยวข้อง
แล้วหมูตายจากโรค...,ไม่เกี่ยวข้อง
ก็เอาหมูตายมาขายไม่ใช่หรอบางร้านอะ,ไม่เกี่ยวข้อง
 หมูตายเยอะเลยแพงขึ้น เข้าใจได้ แต่สลิ่มบอกห้ามบ่นหมูแพง ให้ไปตามเงินจำนำข้าวคืน อันนี้ งง,เกี่ยวข้อง
ใช่ !!! ต่อไป ใครจะตายเชิญตายก่อนได้เลยค่ะ ไม่ว่างแคร์ จะกินหมูกระทะ !! ,ไม่เกี่ยวข้อง
ใครจะน่ารักเท่ากับเธอหาให้ตายก็ไม่เจอ ชั้นรักเธอค่ะ พี่หมูน้อย  ,ไม่เกี่ยวข้อง
ถ้าจริงถือว่าเหี้ยมากกรมปศุสัตว์แจ้งข่าวเท็จออกให้ประชาชนเข้าใจผิด เกิดมีพวกพ่อค้าบางคนมันชั่วเอาหมูที่ตายจากโรคมาขายประชาชนก็ไม่มีทางระวัง เพราะเชื่อว่าในประเทศมันไม่มีอะไรไอ้ที่ท้องเสียกันทั้งจังหวัดนั่นก็ด้วยหรือเปล่าก็ไม่รู้ ,เกี่ยวข้อง
 อ้าวไหนบอกหมูที่เลี้ยงต้องผ่านมาตราฐานนายทุนมียามีฉีดไรขายให้ให้ครบถึงจะรับซื้อแล้วหมูป่วยตายได้อย่างไร งง,ไม่เกี่ยวข้อง
 ผมมีคะน้าหมูกรอบล่ะ คืนนี้รอดตายแล้ววววว,ไม่เกี่ยวข้อง
บ้านป้าชั้นหมูตายทั้งคอกเพราะช็อกเสียงพลุ แหะ ,ไม่เกี่ยวข้อง
กูไม่กินหมูทุกวันกูอยู่ได้ แต่ถ้าไม่ได้กินกาแฟ กูจะตายเอา  ,ไม่เกี่ยวข้อง
หมูก็แพง กุ้งก็แพง จะบ้าตาย,เกี่ยวข้อง
กินหมูทะตั้งแต่หกโมงจะถึงเที่ยงคืนมีจริง กูอยากตาย,ไม่เกี่ยวข้อง
ดูแลแมวใกล้ตายอย่างไรให้เค้าไปสบายที่สุด  pantip via สีขนเหมือนหมูหวานไปอีก แค่ตัวนี้หางยาวกับสัดส่วนสีขนต่าง... /แต่น่าจะเขียนค่าของเสียผิดเป็นค่าไต,ไม่เกี่ยวข้อง
 ลูกเราสนเรื่องกินอย่างเดียวเรื่องอื่นเอาไว้ก่อน55555555555555 ขนาดวินาทีสุดท้ายก่อนตายยังเลือกหมูกะทะ,ไม่เกี่ยวข้อง
เมิ่อวานไปเดินตลาดหมูสับโลละ 180 จัดมาครึ่งโล วันนี้ไปเดินห้างหมูสับโลละ 132 บาทจัดไป 2 โล จะบ้าตาย อำนาจในการต่อรองช่างสูง ถ้าเลือกซื้อก็คงซื้อ ในห้าง แต่ในใจก็อยากสนับสนุนพ่อค้าแม่ค้าในตลาดนะ แต่ส่วนต่าง ต่างกันเยอะไป,เกี่ยวข้อง
พะอืดพะอมไม่ไหว กินหมูกรอบแล้วเปนงี้ทุกที จิตาย,ไม่เกี่ยวข้อง
สมัยก่อนฝันมากอยากหนัก 48 ตอนนี้หนักเท่านี้แล้วแต่ไม่ฝัน ไม่ได้ตั้งใจ ไม่ได้พยายามแต่โทรมเอง ก็คือต้องกลับมากินอาหารเสริม วิตามินต่าง ๆ กันตาย กินหมูกะทะบ่อยมาก ของหวานก็ไม่เคยขาด แต่มันโทรมมมม เห้ออ อ,ไม่เกี่ยวข้อง
วันนี้กว่าจะได้กินข้าวเย็นคือแบบตาย ความตั้งใจแรกจะไปกินบะหมี่ก็ปิด ไปกินเย็นตาโฟไม่มีที่จอดรถอีก ไปร้านหมูทะแต่ก็ไม่กิน ไปร้านราดหน้าก็หมด กลับมาร้านหมูทะก็ไม่กินอีก ไปร้านหมูจุ่มปิดอีก ไปร้านเย็นตาโฟอีกที่ก็ปิด แวะร้านก๋วยเตี๋ยวก็หมด สุดท้ายคือกลับไปกินเชนเย็นตาโฟ,ไม่เกี่ยวข้อง
หมูแพง... 3 กีบอยากแดกถูกๆ ก็กินหมู่เป็นโรคอหิวาห์ ดีมั้ย ??หาอ่านข่าวจริงๆบ้างนะ ตอนนี้หมูตายเกลื่อนเพราะเป็นโรค,เกี่ยวข้อง
ตอนแรกๆที่มีหมูป่วย เค้าก็พูดกันว่าหมูเป็นหวัด นี่ก็ไม่ได้คิดไร ผ่านไปสักพัก คุยกับที่บ้านอีกทีคือตายยกคอกแล้ว แล้วระแวกนั้นใครเลี้ยงก็ตายหมด เค้าบอก จนท บอกแค่ว่าหมูเป็นโรคระบาด ห้ามกิน ให้ฝัง,เกี่ยวข้อง
ห่างหมูกัทะชาบูนานกูเหมือนจะตายเลยฮื่อ,ไม่เกี่ยวข้อง
ง่วงจะตายแล้ว แต่นอนไม่ได้ พึ่งกินหมูกะทะ(….),ไม่เกี่ยวข้อง
แดกหมูทะนานขนาดนี้ ไฟไหม้ตายหรอคะเธอ เปนห่วงอ่า,ไม่เกี่ยวข้อง
เปนการกินหมูทะที่กุหัวเราะจนจะตาย 55555555 เกลียดโควิดอะ กุอยากเจอเพื่อนบ่อยๆ เห้อ,ไม่เกี่ยวข้อง
งดกินปิ้งย่าง ชาบู หมูกระทะ สุกี้ 1 เดือน เริ่ม! ไม่งั้นตายแน่,ไม่เกี่ยวข้อง
ควยจริงๆอิเหี้ย อย่าให้กุรู้นะว่าใครเอาปลั๊กเตาหมูกระทะไป มึงไม่ตายดีแน่กุจะสาปส่งมึงให้นั่งแทะสายไฟไปตลอดกาลเลยอิเหี้ย เครดิตกุเสียหมดยืมของใครไม่เคยมีปัญหา ปีนี้ปีชงกุใช่มั้ยสารภาพกุจะได้ไปสะเดาะเคราะห์ ไอแม่เย้ด,ไม่เกี่ยวข้อง
 เจ๊งครับ เพราะที่นครปฐมมีหลายสิบรายที่หมูตายยกเล้า,ไม่เกี่ยวข้อง
จะบ้าตาย ห่อเกี๊ยวทีได้พอต้มได้แยกแผ่นเกี๊ยวกะเนื้อหมูตลอด พอแล้ว วันหลังจะโยนแยกแล้วค่อยมากินรวม,ไม่เกี่ยวข้อง
 จริงค่ะ ฟาร์มข้างบ้านหมูตายวันละหลายสิบตัว เลยส่งตัวอย่างหมูตายไปตรวจ สรุปเป็น ASF กรมปศุสัตว์ มานั่งเฝ้าทางออกทั้งวันทั้งคืน ไม่ให้ขนย้ายออกไปขาย แต่ฟาร์มอื่นที่ตายแล้วไม่ตรวจ ไม่แจ้ง ก็นำหมูออกไปขายถูกๆ,เกี่ยวข้อง
 หมูอะไรน่ารัก จะตาย 555,ไม่เกี่ยวข้อง
 ไอ้น้องวัวเอ้ย..มึงเคี้ยวหญ้าจนไม่ลืมหูลืมตามึงตามข่าวรอบโลกบ้างก็ได้ 4-5เดือนที่ผ่านมาหมูในฟาร์มตายเพราะโรคระบาดเยอะเป็นสาเหตุให้หมูขาดตลาด เลิกแดกหญ้าเสียทีจะมีสมองคิดบ้างนะๆ,เกี่ยวข้อง
คนเลี้ยงหมูบอกว่า หมูตายหมด เหลือแต่หมูเจ้าสัวในตลาด จากหมูเป็นโลละไม่ถึงร้อย ตอนนี้ ร้อยกว่าบาท,เกี่ยวข้อง
บางคนก็เป็นเดือดเป็นร้อนไปหมด หัวกูนะ แต่หนักที่หัวคนอื่นตลอด ก็เลยงงอะค่ะ กูแดกข้าวอยู่ดีๆต้องมาหยุดแดกเพราะคำพูดของมุงง่า เอาเลอ แดกเลอ หมูจุกคอตายไปเลอ,ไม่เกี่ยวข้อง
เออ ฉันคุยกับเพื่อนเรื่องกินหมูกะทะนี่แหละว่า แดกอะไรก็ตาย เคร จบเลย,ไม่เกี่ยวข้อง
กลับบ้านมาก็หมูกระทะต่อ ไม่ลดมันแล้วความอ้วน จะตายวันไหนก็ไม่รู้,ไม่เกี่ยวข้อง
 กาลครั้ง1เมื่อกี้นี้มีไก่ย่างฝูงนึง1ตัวไปดื่มไก่ทอดที่ร้านหมูกระทะในยามเช้าพลบค่ำ ทันใดนั้นไก่ย่างพบกับเจ้าหนี้ไก่ต้มทั้ง2คนยิงปืนใส่กัน ไก่ย่างถูกมีดยิงจนตายกลายเป็นหมูทอด จบ,ไม่เกี่ยวข้อง
30.วันที่เทียวบนภู พอกลับมาถึงวังกวาง จัดหมูกระทะก็ดี เพราะใช้พลังงานเยอะ แล้วแต่คน31.อาบน้ำ หนาวมาก เกือบตาย เพราะไม่มีเครื่องทำน้ำอุ่น ต้องยืนทำใจก่อนอาบ แต่ห้องน้ำมีพอ รอไม่นาน32.ตอนกลางคืน มีกวางมาหาของกินด้วย กวางไม่กลัวคน เล่นกับน้องได้ เจ้าหน้าที่บอกมีหมูป่าด้วย,ไม่เกี่ยวข้อง
ตกลงเงินเฟ้อ หรือหมูเป็นโรคตาย อะ,เกี่ยวข้อง
ช่วงน้ำท่วมที่ผ่านมาแถวบ้านหมูเป็นโรคระบาดพี่ที่เขาเลี้ยงฆ่าตายหมดเลยเป็นอีกปัจจัยที่ทำให้หมูแพงด้วยรึป่าว,เกี่ยวข้อง
รู้สึกเครียดมาก ที่บ้านขายหมูแล้วช่วงนี้หมูขึ้นแรงมาก ขายปลีกตอนนี้ราคาเกือบ300แล้ว ขายส่งก็คือตาย หมายถึงอดตาย,เกี่ยวข้อง
 มีครับ หมูในฟาร์มใหญ่ ของเจ้าสัว ตายเพียบ จนตอนนี้ลูกหมูยังหายากเลยครับ,ไม่เกี่ยวข้อง
หมูบดโลละ 215 บาท อ่ะมึง อีเหี้ยอดตายไปซะเลยไป กูเนี่ย,เกี่ยวข้อง
ถ้าลุงนี้ยังอยู่เชื่อเลย ไทยจะมีแค่คน 2 ประเภท รวยโครตๆ กับจนไม่มีจะแดก ช่องว่างมันจะกว้างขึ้นเรื่อยๆ ทัศนคติลุงอะ จนก็อยู่แบบเจียมตัวนะ ช่วยไม่ได้อยากจนเองทำไม ค่าทางด่วนมันแพงก็ไม่ต้องใช้ไม่มีเงินนิ หมูแพงก็ไม่ต้องกินไม่มีเงินนิ ผักแพงก็ไม่ต้องกินไม่มีเงินนิ อยู่ไม่ได้ก็ตายไปซะ ,เกี่ยวข้อง
เออก็ว่าเห็นแม่บอกหมูที่น้าเลี้ยงก็ตายหมด,ไม่เกี่ยวข้อง
อาทิตย์ที่แล้วมั้ง เห็นคนเลี้ยงหมูเขาคุยกันใต้เธรดทวิตใครเนี่ยแหละ ว่ามันมีโรค แล้วหมูตายเยอะ ไม่มีนโยบายใดๆลงมา ก็มีแต่หมูตาย มันก็เลยแพงแต่ก็ไม่เห็นมีข่าวมีอะไร คนอื่นในทวิตก็ไม่รู้กัน คนนอกทวิตก็ไม่รู้ รู้กันแค่คนเลี้ยงหมูคุยกันเงียบๆเหงาๆอะ ,เกี่ยวข้อง
 หมูตายเยอะมากเพราะโรคระบาด แต่ปิดข่าวเงียบมาก,เกี่ยวข้อง
แล้วราคาหมูที่แพงก็แพงแค่ที่เขียงนะ คนเลี้ยงหมูจริงๆขาดทุนจะตาย กำไรไม่มี ต้นทุนสูงลิบ,เกี่ยวข้อง
คือปกติก็ไม่ได้ชอบดูดวงอะไรจริงจังขนาดนั้นอะ แล้วคือเมื่อวานนั่งกินหมูทะอยู่ดีๆแม่หมอมาจากไหนไม่รู้เดินมาทักละบอกว่าถ้าอยู่คนเดียวจะรุ่ง แต่ถ้าได้แฟนแล้วจะชิบหาย ตบเช้าตบเย็น มีเท่าไหร่ให้เค้าหมด แม่กุแบบเอ้ากุจะตายตาหลับไหม๊5555555555555555555,ไม่เกี่ยวข้อง
 สลิ่มบอกหมูไทยป่วยตายเยอะ ลงทุนกับค่าวัคซีนหมูเยอะ มันจึงจำเป็นต้องขายแพง,เกี่ยวข้อง
 เสี่ยงมาก มีหมูขายออนไลน์ ในเฟส ไม่รู้ว่ามีตั๋วจากปศุสัตว์หรือเปล่า วันก่อนมีคนโพสต์สุนัขกินตับหมูลวกสุก แต่ติดเชื้อรุนแรง 50/50 บางคนโพสต์ว่าหมูถูกคือหมูเป็นโรคตาย ระวังๆกันหน่อย คุณภาพชีวิตคนไทย เห้อ สภาพ,เกี่ยวข้อง
กุแดกคลีนแทบตาย นนขึ้นมาโลนึง เมื่อวานแดกหมูกระทะเยอะมากๆๆๆๆๆ นนลงไปโลนึง???,ไม่เกี่ยวข้อง
 หลายคนไม่รู้ที่หมูขึ้นราคาอีกสาเหตุมาจากหมูตายด้วยนี่แหละค่ะ  ข่าวเงียบจริงๆ,เกี่ยวข้อง
มันไม่ใช่เรื่องน่าอายเลย หมูติดโรคระบาดตาย คือมึงควรประกาศแล้วรีบหาทางแก้ไขอย่างเร่งด่วนด้วยซ้ำ,เกี่ยวข้อง
   สอบถามหน่อยค่ะ ได้ยินว่าหมูตายยกฟาร์มตั้งแต่สิงหาปีที่แล้ว โรคระบาดช่วงเป็นปัญหาต่อเนื่องมาตั้งแต่ตอนนั้นเลยหรือเปล่าคะ? หรือเป็นคนละโรค คนละระลอก?ถ้าต่อเนื่องมา แปลว่าภาครัฐปล่อยล้อฟรีให้ผู้ประกอบการจัดการกันเองมาเกือบครึ่งปีเลยเหรอคะ?,เกี่ยวข้อง
 แถวสระบุรีเจ้าของฟาร์มยังให้โรงเชือดเอาหมูตายจากโรคมาชำแหล่ะขายอยู่เลย,ไม่เกี่ยวข้อง
วันนั้นเราจะเป็นจะตายแกไปอยู่ไหนมา เราอ้อนวอนแกสุดจนในเราจะขาด สุดท้ายแกเลือกถถีบเรา วันนี้เราอยู่ได้แล้วนะ แกรู้มั้ย ไอ้หมูตูด ,ไม่เกี่ยวข้อง
  ยืนยันจากคนเลี้ยงหมูค่ะ ตายเพราะโรคระบาดASF ถามเรื่องหมูให้หาคำตอบจากคนเลี้ยงค่ะ หาคำตอบจากราชการไม่ได้คำตอบไม่พอ ได้คำโกหกโตๆมาอีกเป็นกระบุง,เกี่ยวข้อง
 จริงค่ะหมูตายเพราะโรคระบาดหนักมากตอนนี้ เพราะเพื่อนทำฟาร์มหมูเพื่อนบอกหมูตายเกลี้ยงฟาร์มเลยค่ะ แล้วตอนนี้เป็นทั้งประเทศ แต่ข่าวไม่ออกเลย ภาครัฐก็ไม่เข้ามาช่วยค่ะ,เกี่ยวข้อง
ละตนเรื่องมาจากพ่อแฟนเก่าเป้นเจ้าของฟาร์มหมู ชั้นกับเพื่อนหนีตายไปพักบ้านเขา สืบหาความจริงจนรู้ สุดท้ายพ่อตายแล้วโรคก็หายไป แล้วชั้นขำตอนงานศพอะพระสวดงึมงำๆเพื่อนไม่พอใจแบบชั้นเคยเป็นพระเก่า ด่าพระแล้วบอกให้พระสวดตามมัน กุไม่ไหว55555556555555,ไม่เกี่ยวข้อง
สรุป สาเหตุที่หมูแพง อุปนายกสมาคมผู้เลี้ยงสุกรแห่งชาติ แจ้งว่า เป็นเพราะหมูจำนวนมาก (50%) ตายจากโรคอหิวาต์หมู (ASF) เกษตรกรเลยต้องขึ้นราคาหมู เพื่อชดเชยแต่กรมปศุสัตว์บอกว่า ไม่มีการระบาดของ ASF แต่ป่วยด้วยโรค PRRSตกลงมีการระบาดของ ASF หรือไม่?,เกี่ยวข้อง
ข้าวเหนียวหมูทอดก็คือชิ่นเล็กลงแล้วราคาแพงขึ้น เมื่อไหร่ไอพวกโง่จะตายไปสักทีอีควาย,เกี่ยวข้อง
ตายๆๆๆ หมูโลละ250 บ้านกุซื้อหมูแต่ละทีไม่เคยน้อยกว่าโล แล้วซื้อแม่งเกือบทุกวัน ไม่ใช่น้อยๆเลยนะอีดอก,เกี่ยวข้อง
 เผินๆ ราคาหมูตอนนี้ท่าทางจะเทียบเท่ากับค่าดูสตรีมมิ่งที่มันเป็นของนอกปัจจัยหลักๆทั้ง 4 ของมนุษย์ไปแล้ว ให้ตายเถอะ,เกี่ยวข้อง
 อยู่อีก 1ปี เหรอ ปชช นอกจากจะต้องเลี้ยงไก่ ต่อจากนี้คงต้องเลี้ยงหมู อะนะ ประเทศต้องล่มจม ปชชตายกันหมดเพราะมรึง ไปเถอะประยุทธ์ go to hell !!!,เกี่ยวข้อง
ราคาหมูที่ไทยแม่งเกือบจะเท่าสวีเดนแล้วมั้งเนี่ย กูงงมาก ค่าแรงต่ำ คนทำงานกันแทบตายไร้ซึ่ง Work Life balance และสวัสดิการดีๆ เงินเก็บไม่มียังต้องมาเจอของแพง เก็บเงินจนแก่ตายจะรวยมั้ย กูว่ากูตายก่อนได้เป็นเศรษฐีแน่นอนถ่าอยู่ไทย,เกี่ยวข้อง
 ทุกอย่างมีที่มาที่ไป ถ้าเราไม่รู้สาเหตุแล้วเอาแต่สรุปก็ไม่ถูกต้องและเป็นธรรม สาเหตุที่หมูแพงเพราะเกิดโรคระบาดรุนแรงมากคาดว่าเมืองไทยมีหมูตายมากกว่า60% เจ้าของฟาร์มที่เจอกับโรคนี้เจ๊งระเนระนาด,เกี่ยวข้อง
หมูที่บ้านนี่เลี้ยงก็ตายหมดเลย,ไม่เกี่ยวข้อง
ประชาชาติทำเรื่อง หมูแพง ได้ดี สัมภาษณ์อุปนายกสมาคมผู้เลี้ยงสุกรสรุปคือ- หมูป่วยเป็นโรคอหิวาต์ ตายไปประมาณ 50% ของประเทศ- คนเลี้ยงเข้าเนื้อ เลยขึ้นราคาหน้าฟาร์มมาชดเชยต้นทุน- กรมปศุสัตว์บอกว่าเป็นคนละโรคกันนะ (ต้องมีใครโกหกสินะ),เกี่ยวข้อง
 หมูล้มตายเยอะหมูราคาแพงไม่แก้ไข,เกี่ยวข้อง
  ต้นทุนนี้คือรวมหมูที่ตายด้วย ราคาหมูก็เลยสูงขึ้นไปอีก แถมพ่อค้าอาจจะเอากำไรเพิ่มขึ้นอีก ราคาก็สูงขึ้นไปอีก,เกี่ยวข้อง
โหดมาก นั่งกินหมูกระทะอยู่ดี ๆ โดนยิงหัวตายคาวงหมูกระทะ เพื่อนร่วมวงคิดว่ามันหมูระเบิด ส่วนคนที่ออกไปเอาน้ำจิ้มสุกี้ก็คิดว่าเสียงประทัด,ไม่เกี่ยวข้อง
หรือว่าชีวิตกูเกิดมาเพื่อกินหมูปิ้งร้านนี้และล้มหายตายจากไปวะ แงงงงงงงงงงงงงงงง ,ไม่เกี่ยวข้อง
ใช่จ้าคนอยู่วงการอย่างเรารู้ดี หมูจะหมดประเทศอยู่แบ้วจ้า รายย่อยบ่ต้องพูดถึงตายเยอะมากๆๆ รายใหญ่ก็โดนเยอะ ,เกี่ยวข้อง
ไม่เป็นไรหรอกนะรออีกนิดเดียวเพื่อนๆก็มาแล้วเดี๋ยวก็คงพาเราไปกินหมูทะชาบู เพื่อนคงไม่ปล่อยให้เรารอนานขนาดนั้นหรอก เราก็แค่อยากกินเนื้อย่างอยากกินจุ้งอยากกินชาบูเดี๋ยวเพื่อนๆก็คงพาเราไปเพื่อนเราเป็นคนดีจะตายแม้ตอนนี้เราจะหิวมากก็ตามแต่เราก็รอเพื่อนเราอยากกินกับเพื่อน เห้อออ,ไม่เกี่ยวข้อง
ไอ้เรื่องขี้หมูราขี้หมาแห้งยังงี้มึงก็จะเป็นจะตาย ใส่ที่อีหนูเสือกไปทิ่มตาหมาได้อะ เออเริ่ดดี ,ไม่เกี่ยวข้อง
กินน้ำก็โดน กินหมูทะก็เจ็บ พอป้ายยาก็ต้องเผยอปากตลอดเวลาเพราะปิดปากแล้วโดนยา อยากตาย,ไม่เกี่ยวข้อง
แค่หอมแก้มก้อเขิลจะตายแน้ว มีหอมหัว งอนง้อ คีบหมู บลาๆๆๆ ที่เขาน้วยเขาแคร์เขาใส่ใจกันฟุดๆ งือ เพื่อนพิเศษใส่ไข่ชัดๆ โอมนนน,ไม่เกี่ยวข้อง
 เจ้าของฟาร์มหมูที่รู้จักก็บอกว่าเกิดโรคระบาดในหมู บางฟาร์มตายไม่เหลือ แต่ไม่ค่อยเห็นข่าว,เกี่ยวข้อง
แค่กูเล่าว่าดูคนผ่าตัดสมอง ตา ไต หัวใจหมู แหมมมมมมบอกเปลี่ยนสายยังทันนะ กูเรียนวิทย์คณิตน่าจะตายก่อน,ไม่เกี่ยวข้อง
รล จริงเลยอะตอนโรคมันระบาดหมูที่ฟาร์มคือตายเยอะมาก แล้วต้องรีบขายให้หมด ก็คือทั้งฟาร์มก็ไม่เหลือหมูสักตัว แล้วโรคมันระบาดเร็วมากอะ,ไม่เกี่ยวข้อง
รีวิววันที่หนึ่งของปี แดกข้าวแล้วกระดูกหมูติดคอ เกือบตาย เริ่มต้นชีวิตได้ราบรื่นมาก,ไม่เกี่ยวข้อง
 แล้ว AFS เนี่ย ติดแล้ว ฆ่าหมูทิ้งทั้งหมด ฆ่าเชื้อทั้งฟาร์มก็อาจจะไม่จบ เพราะเชื้ออาจจะแฝงอยู่ กลับมาเลี้ยงใหม่ก็อาจจะตายใหม่ ให้คิดภาพเหมือนคนมีที่นาเป็นของตัวเอง แล้วพอเป็นโรคระบาด ถึงเผานาทิ้งแล้ว ใส่ปุ๋ยล๊อตใหม่ แต่โรคมันอยู่ในดินแล้ว อาจจะกลับมาปลูกข้าวอีกไม่ได้เลยไปหลายปี,ไม่เกี่ยวข้อง
"เขาพึ่งโทรมาบอกพ่อว่าราคาหมูขึ้นเป็น กก.ละ106฿ ก็คือหมูแต่ละตัวแม่งก็ตีไปราวๆตัวละ110โล ก็เป็นเงินตัวละ 11,660฿ แล้วพ่อต้องสั่งมา30-45ตัวต่อวัน โอ้โห ตายเรียบ กินแกลบ ",เกี่ยวข้อง
กี๊ดๆๆๆๆน้องหมูจตายหมดไผจากโลกนี้ไม่ได้นะ ,ไม่เกี่ยวข้อง
หมูทะไม่จางหายไม่ตายลาติน,ไม่เกี่ยวข้อง
นึกถึงตอนเด็กที่ไปกินหมูทะ ทางบ้านตักมาเยอะละกินไม่หมด มันเหลือจานที่ไม่ได้แตะอีกสองสามจาน แต่ผู้ใหญ่บังคับกุให้เอาไปเทคืน กลายเป็นตราบาปจนวันตายค่ะ,ไม่เกี่ยวข้อง
 เงินมันเฟ้อขึ้นปีละ 3% เลยไงแก หลักๆ มาจากมาตรการแจกเงินของอีตู่ บวกกับโควิดหมูตายเยอะด้วย เป็นเศร้า,เกี่ยวข้อง
เกิดยันตาย ก็หมูกะทะ 55555 ,ไม่เกี่ยวข้อง
กรรมการมึงมาต่อยกับกูค่ะ อิเหี้ย แม่งเห็นแก่ปท.ไม่แดกหมูเหมือนมึงเลยไม่ให้ใบเหลือง ควรไปตาย บอลไทย,ไม่เกี่ยวข้อง
กุจะเป็นง่อยตายแล้ว แฟนกุทั้งซักผ้ากวาดห้อง ล่าสุดมากินหมูทะกุไม่ได้ย่างเองซักชิ้น เหลือแต่ป้อนกุแล้ว,ไม่เกี่ยวข้อง
เนื้อหมูราคาขึ้นจนแตะกิโลละ 250 บาททำให้ร้านอาหารตามสั่งหรือร้านที่ขายเกี่ยวหมูก็ต้องปรับราคาขึ้น ค่าครองชีพสูงจนน่าใจหาย แต่ค่าแรงขั้นต่ำ 300 บาท ประเทศไทยใกล้จะตายจริงๆ แล้วละ,เกี่ยวข้อง
หมูทะจะอุดตันเส้นเลือดกุตายแน่,ไม่เกี่ยวข้อง
จุกหมูทะ จะตายไหม~,ไม่เกี่ยวข้อง
ลืมทวิตว่าเมื่อตอนตี4เกือบเอาชีวิตไม่รอด หมูกระทะต้อนรับปีใหม่เล่นงงานฉันเมื่อคืนแบบจะตายคาห้องน้ำ ปวดท้องหนักมากๆจนมือสั่นมือชา หัวใจเต้นเร็วแบบถี่มากนึกว่าจะตายแล้ว ที่แท้คือปวดท้องเข้าห้องน้ำนั่นแหละ แต่อาการมันไม่ปกติอะ จะเล่นใหญ่ทำไม ตื่นเช้ามาก็ปกติเหมือนเดิม ,ไม่เกี่ยวข้อง
เรียงลำดับวิชาที่กุคิดว่าหมูที่สุดไปเหี้ยไรไม่รู้Clinical pathSys pathToxicoEntomoPharmacoVirusละคือกุตายแน่อีไวรัสเนี่ย วิริเด้เด้สสะมอเร่,ไม่เกี่ยวข้อง
